PageCommentNumber,date,author,text
18,2019-03-18T21:16:45+00:00,tlong,I saw this on the road and grabbed a quick shot. I have no idea what it is.
19,2019-03-18T21:33:43+00:00,fintail,Looks like a 51 Ford Victoria. New 68 years ago
20,2019-03-19T22:33:44+00:00,qbrozen,THis one is not new either but it is sitting outside my son’s dojo right now.
21,2019-03-20T06:37:40+00:00,tlong,"I was recently in Chile for the first time and I saw this truck in Santiago.
Chinese vehicles are definitely happening - this wasn't a rare find."
22,2019-03-20T12:03:55+00:00,stickguy,I’d but something called a “Wingle”. Fun name!
23,2019-03-20T15:16:38+00:00,qbrozen,"My question is: with the 3 different names on there, which is the manufacturer, model, and trim? Is it a Denco Great Wall Wingle 5? A Great Wall Wingle 5 in Denco trim? A Wingle 5 Denco Great Wall? ...."
24,2019-03-20T15:18:19+00:00,kyfdx,"I'm pretty sure that Great Wall is the make, Wingle 5 is the model.
CRDi is common rail diesel

Not familiar with Derco, unless it's a parent company to Great Wall"
25,2019-03-20T15:19:12+00:00,kyfdx,"Yesterday, Lexus IS 250 AWD F-Sport

It had a lot of crap on the back, as well."
26,2019-03-20T15:23:00+00:00,andres3,The fit and finish looks Chinese like... the bumper isn't level.
27,2019-03-20T15:51:37+00:00,tlong,I'm pretty sure it had been banged up a bit.
28,2019-03-20T15:55:41+00:00,Mr_Shiftright,I don't expect life is easy for a working truck in Chile.
29,2019-03-20T19:01:24+00:00,tifighter,I saw a ton of those Great Wall trucks in Chile. They have to be eating market share in SA. Nissan still seemed pretty popular.
30,2019-03-20T20:53:56+00:00,explorerx4,"Those can't be backup sensors on the bumper, right?"
31,2019-03-20T20:58:16+00:00,Michaell,"Couldn't ""Denco"" or ""Derco"" be the dealer name?"
32,2019-03-20T22:28:23+00:00,kyfdx,"Derco is a dealer or distributor in Chile.

https://www.dercocenter.cl/busqueda/"
33,2019-03-21T15:34:00+00:00,fintail,"In Vancouver for a few days, the land of sketchy offshore-based money, where 18 year old ""students"" in Lambos and McLarens are a common sight. Have only seen one of those so far (bright blue, subtle and classy), also saw a G550 4x4x4x4x4x4x4x4x4x4 with all kinds of signage, apparently used in some kind of rally. Biggest difference from the Seattle zoo is the amount of X2s - they are everywhere here."
34,2019-03-21T15:36:16+00:00,Michaell,Is the X2 available with different engines north of the border?
35,2019-03-21T15:39:12+00:00,Mr_Shiftright,"There's a Brit on YouTube ranting about all the troubles with his new McLaren. In 7 months, he's been able to drive the car 21 days."
36,2019-03-21T16:07:33+00:00,ab348,That sounds like Clarkson a few years ago when he bought his GT40.
37,2019-03-21T16:42:50+00:00,Mr_Shiftright,"The poor guy is so bent out of shape about his McLaren, and he insists he's tried everything to get McLaren to even TALK to him. So he's launching a social media war to get them to phone him. Says this has cost him over 300,000 BP."
38,2019-03-22T04:26:02+00:00,fintail,"If there are any engine variances on the X2, they are minor. No diesel or anything else interesting.

Went to the Vancouver auto show today, kind of a letdown - no MB, no BMW, Kind of weird, but I know MB has skipped out here in the past, and other places recently. The rest of the show had normal stuff as expected. I was impressed with the luxury spec Dodge truck, pretty nice rig. White was not a color I would pick for a display Avalon, but Toyota thought it was a good idea. A purple Mirage was good for a laugh, and the Nissan Micra is fun to see. Some car, I think a lower model Hyunkia or Mitsu CUV, had iffy fit and finish on some exterior trim, not good for a show car. In the exotic section saw the Marie Antoinette Rolls-Royce Cullinan, a couple McLaren Senna, various Lambo and Ferrari etc. Exchange rates make some things decent for Murkan tourists right now, too."
39,2019-03-22T13:14:39+00:00,texases,"I may go to the Dallas show this weekend. Also no BMW, which happened before, but MB will be there. No Mini this year, guess BMW's cutting back everything."
40,2019-03-22T13:30:24+00:00,stickguy,"Philly also had no BMW this year. That’s a big show so I was surprised.

MB was there, but they always have a huge display. Ditto Lexus. Those 2 have a hall by themselves. MB had at least 12-15 cars.

Caddy was the other big name brand missing."
41,2019-03-22T14:23:42+00:00,ab348,Porsche rolled out its new Cayenne Coupe on Instagram today. A SUV with less interior room!
42,2019-03-22T16:12:25+00:00,berri,"Personally, I think BMW is losing a bit of it's cache. There are plenty of other options out there."
43,2019-03-22T23:49:14+00:00,fintail,"I am waiting for these to not be rare sights:



I suppose it is a 21st century version of this, so it fits with the company ethos:



Thinking of a good plate, maybe ""EATCAKE"" or ""UNDRTXD""."
44,2019-03-23T00:31:49+00:00,berri,God Save The Queen
45,2019-03-23T01:29:38+00:00,Mr_Shiftright,Is that the new Kelvinator?
46,2019-03-23T01:40:32+00:00,explorerx4,"Pretty funny, side by side with separate freezer compartment on the far left."
47,2019-03-23T16:02:08+00:00,fintail,"A Ferrari thingy from the show, with a pretty view. At least it is blue, so it has that going for it, which is nice:"
48,2019-03-23T17:28:25+00:00,ab348,A Ferarri that color just doesn't seem right.
49,2019-03-23T17:31:33+00:00,Mr_Shiftright,Much better on a Mustang!
0,2019-03-23T23:45:17+00:00,fintail,"With so many Ferraris being cliche red or born on third base ""entrepreneur"" who thinks he's edgy black, something different is refreshing.

Another one from the show:"
1,2019-03-24T00:09:00+00:00,stickguy,"For a Ferrari, I prefer Fly yellow."
2,2019-03-24T02:05:11+00:00,Mr_Shiftright,"You can actually order a beige Ferrari, or at least you used to a few years ago. I guess they'd paint it checkerboard for you if you paid them enough."
3,2019-03-24T03:43:40+00:00,texases,"Close enough?
https://images.app.goo.gl/G29v82whZxNitMZFA"
4,2019-03-24T03:52:40+00:00,fintail,A blue Ferrari can be quite fetching (I have no problem admitting I like these):
5,2019-03-24T12:15:39+00:00,ab348,"The shade of blue immediately above looks fine, as does a dark blue. It is the brilliantly bright Subaru/HyunKia blue that looks wrong.

Colors on Ferraris are interesting. A few years ago on Carini's TV show he did over a Ferrari Daytona that was the traditional red and in doing the body prep discovered it was originally green, Verde Pino. It got repainted in its original color and I thought it would look terrible but it actually was quite attractive."
6,2019-03-24T14:26:30+00:00,qbrozen,I think that is awful. Looks like a Miata Or ‘80s vette.
7,2019-03-24T15:51:31+00:00,ab348,"Wow. Seriously? So do you think ""Ferrari"" when you see a red Vette or Miata?"
8,2019-03-24T15:55:08+00:00,berri,I like the the 1960's Ferrari designs
9,2019-03-24T18:22:33+00:00,Mr_Shiftright,Well that's okay---it's not like it's a Ferrari anybody cares about.
10,2019-03-24T18:54:34+00:00,qbrozen,"Doesn’t seem to work that way for me, no. Although when I would see a black or red C7 when they first came out, my initial reaction was “is that... oh, nope... its a vette.”"
11,2019-03-24T19:32:05+00:00,fintail,"And as the rising tide lifts all yachts, they've still done well in the market. I remember when you could get lovely ones for 25K all day long - there was a local one in that same blue I was drooling over."
12,2019-03-24T20:47:47+00:00,Mr_Shiftright,They aren't worth much more than that now--maybe $35K. It's the cheapest Ferrari you can buy.
13,2019-03-24T20:53:38+00:00,explorerx4,"I don't mind how it looks, but it kind of reminds me of a Fiat."
14,2019-03-24T21:13:25+00:00,ab348,Kind of reminds me of a Mitsubishi or a Nissan.
15,2019-03-24T21:17:21+00:00,fintail,"Cheapest 400i on Hemmings is 55K, same price one brought on BaT in 2017. I think the angular lines are handsome and stylish. I understand the establishment Ferrari cult hated the cars when new.

I'd imagine a Mondial coupe would be the cheapest Ferrari."
16,2019-03-25T01:14:50+00:00,Mr_Shiftright,Median auction value 2018 is $33K. That's hard data.
17,2019-03-25T04:09:17+00:00,fintail,"Sample size? Condition? From what I can see, I wouldn't roll the dice on a 33K example in 2019."
18,2019-03-25T15:47:45+00:00,Mr_Shiftright,"Sample size is all major auctions (global) 2018. The ""median"" is a good indicator of real world prices because unlike an auction or asking prices, the median eliminates all high and low outliers and weighs the center.

Actually this is interesting but we are off-topic."
19,2019-03-25T18:42:10+00:00,laurasdada,"Ah, I thought that was a Bitter SC..."
20,2019-03-25T18:58:35+00:00,Mr_Shiftright,Well good guess in a way---that's another car nobody wants.
21,2019-03-25T20:43:47+00:00,laurasdada,"There were two Bitter's at the Greenwich Concours last year. In fact, the founders of this cool event (The Wennerstroms), in the program every year are profiled with a picture of them and their matching Bitters. I think it may have been the tv show, ""The Golberg's,"" the father bought a Bitter, it died in the driveway and there it sat for years! Sadly funny..."
22,2019-03-26T00:11:51+00:00,Mr_Shiftright,Yours for the price of a used Hyundai!
23,2019-03-26T02:03:37+00:00,fintail,"The 80s are becoming cool again. Many of those designs are palate cleansers compared to new cars.

Saw some kind of new style Aston on the road this afternoon."
24,2019-03-26T12:27:07+00:00,kyfdx,"The Bitter episode was this past Fall. It's funny, to see the car still sitting in the driveway in episodes since (not running)."
25,2019-03-28T02:35:08+00:00,JustinS,We bought a Lexus UX a few weeks ago. I've only seen one other on the road. I'm sure this car isn't for everyone but I'm enjoying it a lot.
26,2019-03-28T02:37:00+00:00,qbrozen,I saw one just a couple of days ago ... except it had a Toyota badge.
27,2019-03-28T02:37:38+00:00,stickguy,"i like most of it! Looks a lot like an Infiniti QX30.

That front end though, looks like Lexus took their game up to the next level!"
28,2019-03-28T18:50:59+00:00,tlong,"If they could fix their front end style, some of their vehicles look good."
29,2019-03-28T20:47:17+00:00,berri,"When I see a latter edition Lexus front end, I can't help thinking about the video clip they used on the old TV show Petticoat Junction showing the train fireman throwing some coal into the engine"
30,2019-04-02T16:19:12+00:00,ab348,"Ford rolls out its latest version of the Escape:

https://www.autonews.com/cars-concepts/ford-packs-2020-escape-3-cylinder-engine-hybrid-powertrains

Bringing back the hybrid seems their big news. Looks a lot like the existing one but can't tell if it has more sloped rear. These seem to sell consistently well but I am not their target market I guess since they do not move the needle for me at all."
31,2019-04-02T16:22:12+00:00,kyfdx,Very Mazda-esque
32,2019-04-02T16:59:31+00:00,tjc78,"Wow, I literally getting ready to type the same thing..."
33,2019-04-02T19:16:59+00:00,stickguy,I like it! Love that color too.
34,2019-04-02T19:46:09+00:00,Michaell,"Given that the Escape is meant to be the replacement for both the Focus and the Fusion, Ford has to really get this one right or it's gonna hurt.

I find the shape attractive and non-offensive (*cough* Nissan/Lexus *cough*), and the variety of engines should appeal to a wide audience, as well.

What is interesting is the inclusion of cylinder deactivation on the base 1.5L 3-cylinder engine. I suppose if you live in Florida or Kansas and never encounter a hill, running on 2 cylinders might be OK. Not sure how I'd feel about it here in Colorado."
35,2019-04-02T20:14:13+00:00,explorerx4,"The Focus plant capacity has already been replaced by the Ranger, so I don't think the Escape has to pick up much of the volume slack from it.
Ford's main goal now is vehicle profit margin, Focus wasn't contributing much to that."
36,2019-04-02T20:16:11+00:00,fintail,"Someone in my building has a new Accord, and I've also noticed a new X3 hanging around. And then there's that wagon"
37,2019-04-02T20:35:22+00:00,stickguy,"cylinder deactivation seems like a silly idea on an engine that small. So much complexity, probably compromised driving dynamics, and probably little to no real world improvement. Better off going with the hybrid."
38,2019-04-02T20:48:13+00:00,tjc78,"I’m not a fan of cylinder deactivation.  The Tahoe at work has it and you can absolutely tell when it kicks off to accelerate or climb a hill.  Almost feels like a little hesitation.  

On theinstant economy meter it tells you “V8” or “V4”.  "
